council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
M,37,White,2,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
M,64,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
M,73,White,1,Urban,Pensioner,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
M,28,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
M,69,White,1,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
M,25,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
M,43,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
M,25,White,4,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
M,51,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
M,55,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,25,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
M,75,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,37,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
M,44,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
M,83,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,82,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
M,73,White,2,Urban,Pensioner,Male,Social Rented,6-10 mins,Fairly poor,Not at all strongly
M,36,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not at all strongly
M,50,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
M,24,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
M,51,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
M,40,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
M,86,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,37,White,3,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
M,86,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,25,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,26,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
M,55,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
M,62,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,44,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,60,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
M,39,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
M,30,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
M,71,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,41,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
M,53,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not at all strongly
M,71,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,57,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
M,24,White,5,Urban,Adult,Male,Private Rented,5 mins or less,Very good,Fairly strongly
M,39,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,25,White,5,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Fairly strongly
M,22,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,25,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
M,20,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not at all strongly
M,78,White,3,Urban,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
M,73,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,81,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
M,67,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
M,28,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
M,25,White,3,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Not very strongly
M,49,White,5,Urban,Children,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
M,69,White,5,Urban,Pensioner,Male,Social Rented,6-10 mins,Very good,Very strongly
M,24,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
M,29,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Fairly strongly
M,77,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,37,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
M,69,White,5,Urban,Pensioner,Male,Social Rented,5 mins or less,Very good,Not very strongly
M,65,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
M,70,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
M,22,White,3,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Very strongly
M,76,White,3,Urban,Pensioner,Female,Social Rented,Don't know,Very good,Not very strongly
M,76,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
M,59,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly poor,Not very strongly
M,23,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
M,36,White,5,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Not at all strongly
M,64,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
M,67,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
M,23,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,65,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
M,42,White,4,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
M,66,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,26,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,32,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
M,32,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
M,45,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
M,60,White,5,Urban,Children,Male,Social Rented,5 mins or less,Very good,Fairly strongly
M,26,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,19,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,20,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,20,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
M,29,White,5,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Fairly strongly
M,82,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
M,71,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
M,23,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,27,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
M,84,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
M,84,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
M,37,White,4,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,70,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
M,80,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,23,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,38,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
M,22,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
M,36,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
M,85,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,30,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
M,86,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,52,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Not very strongly
M,32,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Not at all strongly
M,34,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
M,65,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,76,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,30,Other,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Not at all strongly
M,48,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,66,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,66,White,3,Urban,Pensioner,Male,Owned Outright,5 mins or less,Very good,Very strongly
M,67,Refused/Unknown,3,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
M,60,White,4,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
M,26,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
M,40,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
M,35,White,4,Urban,Children,Male,Social Rented,6-10 mins,Very good,Fairly strongly
M,26,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not at all strongly
M,24,White,3,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Very strongly
M,34,White,4,Urban,Children,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
M,55,White,5,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Very strongly
M,27,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,42,White,5,Urban,Children,Female,Owned Outright,6-10 mins,Very good,Very strongly
M,76,White,5,Urban,Pensioner,Female,Social Rented,6-10 mins,Very good,Fairly strongly
M,47,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
M,35,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
M,41,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
M,35,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
M,42,White,1,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Don't know
M,36,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
M,57,White,1,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
M,16,White,5,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Fairly strongly
M,40,White,5,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,40,Refused/Unknown,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
M,40,White,4,Urban,Children,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
M,42,Other,4,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,84,White,4,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
M,24,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
M,55,White,5,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Very strongly
M,46,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
M,80,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,79,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
M,68,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,78,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,32,White,4,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Very strongly
M,48,White,3,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
M,53,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
M,37,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not at all strongly
M,22,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not at all strongly
M,19,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,29,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
M,47,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Very strongly
M,53,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,25,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
M,21,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
M,43,White,5,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,28,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,29,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
M,83,White,3,Urban,Pensioner,Female,Social Rented,6-10 mins,Very good,Not very strongly
M,30,Other,4,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Not at all strongly
M,34,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
M,80,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
M,47,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
M,39,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
M,65,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
M,60,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,86,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
M,73,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,70,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
M,62,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
M,23,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
M,45,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
M,19,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
M,30,White,1,Urban,Children,Female,Social Rented,6-10 mins,Very good,Very strongly
M,77,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
M,51,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
M,33,White,5,Urban,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
M,58,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,43,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
M,61,White,5,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
M,45,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
M,33,White,3,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Not very strongly
M,42,White,3,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
M,54,White,5,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
M,75,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
M,40,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
M,60,White,4,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Not very strongly
M,16,White,5,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,24,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,50,White,4,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
M,57,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,63,White,5,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Not very strongly
M,76,White,5,Urban,Pensioner,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,38,Other,5,Urban,Children,Male,Social Rented,5 mins or less,Very good,Very strongly
M,72,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,23,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
M,69,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
M,62,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
M,58,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
M,47,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Very strongly
M,24,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
M,51,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
M,40,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
M,22,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
M,20,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
M,40,White,4,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
M,71,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
M,35,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
M,52,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
M,66,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
M,29,White,4,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
M,50,White,5,Urban,Adult,Female,Owned Outright,11-20 mins,Very good,Very strongly
M,45,White,5,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
M,60,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
M,61,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Very strongly
M,80,White,1,Urban,Pensioner,Female,Social Rented,6-10 mins,Very good,Not at all strongly
M,40,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
M,48,White,2,Urban,Adult,Female,Social Rented,11-20 mins,Fairly good,Very strongly
