council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
Angus,18,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
Angus,32,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Not at all strongly
Angus,58,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Angus,71,White,2,Urban,Adult,Female,Social Rented,Don't know,Very good,Fairly strongly
Angus,71,White,3,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
Angus,31,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly poor,Not at all strongly
Angus,75,White,2,Urban,Pensioner,Female,Social Rented,6-10 mins,Fairly good,Not very strongly
Angus,85,White,2,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Angus,43,White,2,Urban,Adult,Female,Social Rented,Don't know,Fairly poor,Not at all strongly
Angus,56,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Angus,44,White,3,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Angus,54,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Not at all strongly
Angus,45,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,36,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Not at all strongly
Angus,76,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Angus,34,White,3,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
Angus,26,White,2,Urban,Children,Female,Social Rented,6-10 mins,Fairly poor,Not at all strongly
Angus,23,White,1,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Angus,44,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
Angus,63,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,33,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
Angus,70,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Angus,76,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,27,White,2,Urban,Children,Female,Social Rented,6-10 mins,Very good,Very strongly
Angus,50,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,79,White,4,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Angus,80,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Angus,27,White,2,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Angus,83,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,65,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Angus,40,White,3,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Very strongly
Angus,52,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly poor,Not at all strongly
Angus,76,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,62,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,31,White,3,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Angus,49,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Not very strongly
Angus,85,White,5,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Angus,22,White,1,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,24,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not very strongly
Angus,76,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,83,White,4,Rural,Adult,Male,Owned Loan/Mortgage,Don't know,Very good,Very strongly
Angus,35,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Angus,44,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Angus,57,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,35,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Angus,57,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,67,White,5,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
Angus,72,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,58,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,58,White,4,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Angus,38,White,4,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
Angus,75,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,67,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Angus,50,White,5,Urban,Children,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Angus,62,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Angus,55,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,32,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Not at all strongly
Angus,81,White,3,Urban,Pensioner,Male,Social Rented,11-20 mins,Very good,Very strongly
Angus,65,White,4,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
Angus,79,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Very strongly
Angus,23,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Not very strongly
Angus,51,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Angus,28,White,4,Urban,Adult,Female,Owned Outright,11-20 mins,Very good,Fairly strongly
Angus,79,White,3,Urban,Pensioner,Male,Social Rented,11-20 mins,Fairly poor,Fairly strongly
Angus,75,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,55,White,3,Rural,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Not very strongly
Angus,79,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Angus,57,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
Angus,33,White,2,Urban,Adult,Male,Social Rented,5 mins or less,No opinion,Don't know
Angus,60,White,2,Urban,Adult,Male,Social Rented,11-20 mins,Very good,Very strongly
Angus,44,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not at all strongly
Angus,59,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Very good,Very strongly
Angus,54,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Angus,72,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Angus,58,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Angus,72,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Angus,39,White,3,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Angus,56,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,86,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,Don't know,Fairly good,Fairly strongly
Angus,75,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Angus,77,White,2,Urban,Pensioner,Male,Social Rented,21-30 mins,Fairly poor,Not very strongly
Angus,43,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Not at all strongly
Angus,29,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Angus,73,White,4,Rural,Children,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Angus,83,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,29,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Angus,58,White,4,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
Angus,68,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,35,Other,3,Rural,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Angus,70,White,4,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Angus,45,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Angus,64,White,2,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Angus,74,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
Angus,77,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Not very strongly
Angus,30,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
Angus,56,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Angus,46,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Angus,49,White,3,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Not at all strongly
Angus,66,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Angus,73,White,3,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
Angus,71,White,2,Urban,Pensioner,Female,Social Rented,11-20 mins,Very good,Very strongly
Angus,70,White,2,Urban,Pensioner,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,22,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Angus,47,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Angus,45,White,2,Urban,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
Angus,32,White,4,Urban,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
Angus,52,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Angus,86,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Angus,71,White,3,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Angus,75,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,86,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Angus,86,White,5,Urban,Pensioner,Female,Social Rented,Don't know,Fairly good,Not very strongly
Angus,43,White,4,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,44,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Angus,29,White,2,Urban,Children,Female,Social Rented,6-10 mins,Fairly poor,Not very strongly
Angus,64,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Angus,80,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Angus,30,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Angus,30,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Angus,31,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Angus,62,White,5,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Angus,34,White,3,Rural,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Angus,19,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Angus,55,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Angus,56,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Angus,54,White,3,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
Angus,42,White,3,Urban,Children,Male,Social Rented,6-10 mins,Fairly good,Very strongly
Angus,56,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Angus,83,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Angus,42,White,4,Urban,Children,Male,Social Rented,6-10 mins,Fairly good,Very strongly
Angus,50,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Angus,68,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Angus,58,White,4,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Not very strongly
Angus,31,White,4,Urban,Children,Male,Social Rented,5 mins or less,Very good,Very strongly
Angus,69,White,3,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Not very strongly
Argyll and Bute,62,White,3,Rural,Adult,Male,Social Rented,Don't know,Very good,Very strongly
Argyll and Bute,57,White,3,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Argyll and Bute,78,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,Don't know,Very good,Fairly strongly
Argyll and Bute,45,White,3,Rural,Children,Male,Social Rented,Don't know,Very good,Very strongly
Argyll and Bute,30,White,3,Rural,Adult,Female,Owned Outright,Don't know,Very good,Fairly strongly
Argyll and Bute,72,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Argyll and Bute,56,White,4,Rural,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Argyll and Bute,65,White,4,Rural,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Not very strongly
Argyll and Bute,44,White,3,Rural,Children,Female,Owned Outright,More than 30,Very good,Very strongly
Argyll and Bute,55,White,3,Rural,Adult,Male,Social Rented,More than 30,Very good,Very strongly
Argyll and Bute,81,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,Don't know,Very good,Very strongly
Argyll and Bute,78,White,3,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Argyll and Bute,85,White,3,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Argyll and Bute,33,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Argyll and Bute,86,White,3,Rural,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
Argyll and Bute,69,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Argyll and Bute,35,White,3,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Argyll and Bute,86,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Argyll and Bute,62,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Argyll and Bute,86,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Argyll and Bute,54,White,2,Rural,Adult,Female,Owned Outright,6-10 mins,Fairly good,Very strongly
Argyll and Bute,86,White,2,Rural,Adult,Female,Owned Loan/Mortgage,Don't know,Very good,Very strongly
Argyll and Bute,49,White,2,Rural,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Argyll and Bute,79,White,3,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
Argyll and Bute,54,White,3,Rural,Adult,Female,Social Rented,Don't know,Fairly good,Not very strongly
Argyll and Bute,63,White,3,Rural,Adult,Male,Social Rented,Don't know,Very good,Very strongly
Argyll and Bute,73,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Argyll and Bute,75,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Argyll and Bute,75,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,Don't know,Fairly good,Fairly strongly
Argyll and Bute,47,White,3,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Argyll and Bute,61,White,2,Rural,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Argyll and Bute,55,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
Argyll and Bute,26,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Argyll and Bute,51,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Very strongly
Argyll and Bute,61,White,1,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Argyll and Bute,65,White,1,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Argyll and Bute,34,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Not at all strongly
Argyll and Bute,63,White,4,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Argyll and Bute,71,White,2,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Argyll and Bute,54,White,2,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Very strongly
Argyll and Bute,82,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Very strongly
Argyll and Bute,56,White,2,Urban,Adult,Female,Social Rented,Don't know,Very good,Very strongly
Argyll and Bute,51,White,2,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Very strongly
Argyll and Bute,83,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,Don't know,Very good,Very strongly
Argyll and Bute,60,White,3,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Argyll and Bute,72,White,3,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Argyll and Bute,72,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Argyll and Bute,38,Other,4,Urban,Adult,Female,Private Rented,Don't know,Fairly good,Not at all strongly
Argyll and Bute,77,White,1,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Fairly good,Very strongly
Argyll and Bute,73,White,3,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Not very strongly
Argyll and Bute,79,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Argyll and Bute,83,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Argyll and Bute,58,White,3,Rural,Children,Male,Social Rented,5 mins or less,Fairly good,Very strongly
Argyll and Bute,55,White,4,Rural,Adult,Female,Social Rented,6-10 mins,Fairly good,Very strongly
Argyll and Bute,71,White,3,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Argyll and Bute,72,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Argyll and Bute,67,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Argyll and Bute,73,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not at all strongly
Argyll and Bute,47,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Argyll and Bute,71,White,3,Rural,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
